id;price;msrp_price;original_price;good_offer;seller_rating;seller_count_rating;car_rate;consumers_review;n_photos;City MPG;Drivetrain;Engine;Exterior Color;Fuel Type;Highway MPG;Interior Color;Mileage;Stock;Transmission;VIN
393-765223678;$26,789;$26,789;;;4.9;191;5;3 reviews;1;29;FWD;Intercooled Turbo Regular Unleaded I-4 1.4 L/85;Deep Black Pearl;Gasoline;37;Titan Black;0;V330682;8-Speed Automatic w/OD;3VWG57AU9KM012302
470-763496472;$30,845;;;Great Deal;5;87;4.9;28 reviews;32;21;All Wheel Drive;2.0L 4 CYLINDER;Jet Black;Gasoline;31;Black;8,598;33849;8-Speed Automatic;WBXYJ5C31JEF75348
416-760524091;$58,509;;;Fair Price;4.9;720;4.9;21 reviews;32;16;AWD;4.7L V8 32V GDI DOHC Twin Turbo;Magnetite Black Metallic;Gasoline;26;Black;25,650;U16903;7-Speed Automatic;WDDUG8FB1GA216339
46-758625855;$40,091;$41,280;;;4.9;373;4.7;34 reviews;26;21;AWD;2.0L I4 16V GDI DOHC Turbo;Baltic Sea Green Metallic;Gasoline;28;Ebony;5;F92525;8-Speed Automatic;2FMPK4J92KBB44577
301-762770287;$24,795;;;Good Deal;4.9;623;4.6;164 reviews;25;26;AWD;1.5L I4 16V GDI DOHC Turbo;Sand;Gasoline;32;Medium Ash Gray;3,976;11781;6-Speed Automatic;2GNAXSEV3K6166319
450-755250214;$64,600;$66,100;;;4.9;623;4.3;30 reviews;;17;4WD;6.2L V8 16V GDI OHV;Blue Metallic;Gasoline;23;Jet Black;Not provided;190655;10-Speed Automatic;1GCUYHEL3KZ181718
266-767168536;$35,956;$36,706;;;4.8;697;4.8;220 reviews;4;17;4WD;3.5L V6 24V PDI DOHC;Magnetic Gray Metallic;Gasoline;20;Graphite;1;T6704;6-Speed Manual;5TFCZ5AN7JX148939
117-744446808;$32,710;$38,940;;;4.4;159;4.7;26 reviews;27;21;AWD;2.5L 4 cyl Fuel Injected;Galaxy Silver Metallic;Gasoline;27;Ebony;6;190015;6-Speed Shiftable Automatic;LRBFX2SA9KD009295
376-763248651;$11,495;;;Good Deal;4.8;346;4.6;76 reviews;31;22;FWD;2.5L;Denim Blue;Gasoline;31;Titan Black;39,844;U8777;Automatic;3VWJP7ATXDM647460
212-757203595;$52,031;;;;2.1;43;3;2 reviews;9;22;4WD;I4;Loire Blue;Gasoline;29;Ebony;0;KH339347;Automatic;SALVP2RX7KH339347
430-767204114;$13,333;;;Good Deal;4.5;1486;4.8;564 reviews;30;26;FWD;Regular Unleaded I-4 2.0 L/122;Phantom Black;Gasoline;36;Gray;21,786;P3206;6-Speed Automatic w/OD;5NPD84LF9HH035118
280-762649709;$44,195;$44,195;;;4.8;1346;5;1 reviews;;21;AWD;208-hp 2.0-liter I4;Majestic White;Gasoline;30;Graphite;0;191241;7-Speed Double Clutch Automatic Transmission;SJKCH5CR1KA011807
398-762690506;$18,999;;;Fair Price;4;158;4.7;229 reviews;20;21;FWD;2.0L I4 16V GDI DOHC Turbo;Phantom Black;Gasoline;31;Graphite;48,613;HYU13278A;6-Speed Automatic;5NPE34AB3FH249795
342-763203679;$43,575;$43,575;;;4.7;1044;5;1 reviews;1;21;AWD;2.0L I4 16V GDI DOHC Turbo;Pearlescent Black;Gasoline;30;Graphite;11;44125;7-Speed Automatic with Auto-Shift;SJKCH5CR9KA011294
200-746751554;$23,349;$23,349;;;4.6;134;4.8;102 reviews;3;27;FWD;1.8L I4 16V MPFI DOHC;Black Sand Pearl;Gasoline;35;Black;0;HT3139;Automatic CVT;2T1BURHE6KC155310
356-764339364;$15,555;;;Good Deal;4.4;48;4.9;340 reviews;25;23;Front-wheel Drive;I-4 cyl;Pacific Blue;Gasoline;30;;43,200;UA19122;6-Speed Automatic;KNDPM3AC2H7104392
33-766529704;$27,765;$27,765;;;4.6;766;4.5;40 reviews;25;28;AWD;1.8L I4 16V MPFI SOHC;Modern Steel Metallic;Gasoline;34;Black;10;HN191063;Automatic CVT;3CZRU6H70KM715256
222-759118462;$45,005;$45,005;;;3.6;33;4.8;181 reviews;3;19;4WD;5.7L V8 16V MPFI OHV;Granite Crystal;Gasoline;24;Black;0;R29801;8-Speed Automatic;1C6SRFGT5KN741145
103-765844976;$26,165;$26,165;;;4.3;1420;4.5;40 reviews;26;26;AWD;1.8L I4 16V MPFI SOHC;Aegean Blue Metallic;Gasoline;31;Black;Not provided;20191890;Automatic CVT;3CZRU6H5XKM714081
438-761561079;$75,165;$75,165;;;4.9;1007;4.4;25 reviews;32;20;AWD;Twin Turbo Premium Unleaded V-6 3.0 L/183;Designo Cardinal Red Metallic;Gasoline;28;Saddle Brown/Black;15;KF095665;9-Speed Automatic w/OD;WDD1J6JB5KF095665
162-754854043;$34,446;$37,190;;;5;23;4.7;26 reviews;4;21;FWD;2.5L I4 16V GDI DOHC;Galaxy Silver Metallic;Gasoline;27;Ebony;6;190265S;6-Speed Automatic;LRBFXCSA2KD005515
375-766500717;$67,838;;;;4.2;16;5;3 reviews;11;;RWD;I4;Loire Blue;Gasoline;;Cirrus / Ebony;65;KCK61614;Automatic;SAJDD1GX9KCK61614
122-765883403;$66,361;$68,361;;;4.6;45;3;2 reviews;14;;4WD;Intercooled Turbo Premium Unleaded I-4 2.0 L/122;Santorini Black Metallic;Gasoline;;Ebony/Dapple Grey;5;KA216231;8-Speed Automatic w/OD;SALYL2EXXKA216231
350-761342120;$40,214;$40,214;;;4.8;1079;;;1;19;RWD;2.0L I4 16V GDI DOHC Turbo;Obsidian Black Metallic;Gasoline;23;Black;1;S190000;7-Speed Automatic;WD4PG2EE7K3513652
96-753375070;$44,815;$44,815;;;4;158;4.9;19 reviews;22;18;AWD;3.3L V6 24V GDI DOHC;Becketts Black;Gasoline;23;Black;19;HY912975;6-Speed Automatic;KM8SRDHF8KU302352
278-765901460;$39,990;;;Good Deal;5;6;4.8;36 reviews;25;24;AWD;2.0L I4 16V PDI DOHC Turbo;Black Obsidian;Gasoline;31;Graphite;8,493;06811;Automatic CVT;3PCAJ5M36KF109425
217-758418131;$30,290;$30,290;;;3.4;569;4.9;37 reviews;4;22;4WD;1.5L I4 16V GDI DOHC Turbo Flexible Fuel;Ingot Silver;E85 Flex Fuel;28;Charcoal Black;2;F190178;6-Speed Automatic;1FMCU9GD5KUA48812
483-762902106;$24,800;;;Great Deal;5;143;4.9;173 reviews;19;20;FWD;2.0L I4 16V GDI DOHC Turbo;Gray;Gasoline;27;Ebony;3,145;JBC09307T;6-Speed Automatic;2FMPK3J92JBC09307
209-756472167;$28,445;$28,445;;;3;19;4.6;22 reviews;20;26;AWD;Regular Unleaded I-4 2.5 L/152;Magnetic Black Pearl;Gasoline;33;Charcoal;1;NT19092;1-Speed CVT w/OD;5N1AT2MV0KC742652
36-745056904;$26,228;$29,025;;;4.9;3966;4.2;5 reviews;21;24;Front Wheel Drive;Regular Unleaded I-4;Frozen White;Gasoline;27;Ebony;3;F19028;8-Speed Automatic w/OD;NM0LS7F22K1387962
346-765666052;$18,784;;;Fair Price;5;427;4.7;218 reviews;29;22;AWD;2.0L I4 16V GDI DOHC Turbo;White Platinum Tri-Coat Metallic;Gasoline;31;Dune;23,577;4065L;6-Speed Automatic;3FA6P0T93GR336256
334-757397183;$51,595;;;Good Deal;4.8;723;4.9;15 reviews;32;14;AWD;5.6L V8 32V GDI DOHC;Graphite Shadow;Gasoline;20;Graphite;18,701;IU4992;7-Speed Automatic;JN8AZ2NE8J9193235
270-767342856;$29,995;;;Good Deal;4.9;623;4.6;13 reviews;24;;4WD;6.6L V8 32V DDI OHV Turbo Diesel;Stealth Gray Metallic;Diesel;;Ebony;94,272;11995;6-Speed Automatic;1GTHK23697F523338
272-760182951;$47,195;;;Good Deal;4.9;740;4.7;46 reviews;26;22;AWD;4 Cylinder;Wht;Gasoline;29;Macchiato Beige/Espresso;33,313;P5972;9-Speed Shiftable Automatic;WDDZF4KB8HA029365
69-733080860;$20,240;$26,550;;;4.9;556;4.8;146 reviews;28;27;FWD;Turbocharged Gas I4 1.5L/91;Summit White;Gasoline;36;Jet Black;119;18047;6-Speed Automatic;1G1ZD5ST7JF188510
28-762112887;$34,463;$34,635;;;4.9;306;4.9;45 reviews;20;18;FWD;3.3L V6 24V GDI DOHC;White;Gasoline;24;;24;18309;6-Speed Automatic;KNDMB5C16J6388590
485-765690311;$14,995;;;Great Deal;5;21;4.8;85 reviews;24;22;AWD;2.0L I4 16V GDI DOHC Turbo;Imperial Blue Metallic;Gasoline;33;Brown;58,281;2228;8-Speed Automatic;WBA3B5G55FNS11709
466-764374864;$12,899;;;Good Deal;4.4;185;4.7;274 reviews;10;28;FWD;1.8L I4 16V MPFI SOHC;Black;Gasoline;36;;19,091;S0234;Automatic CVT;2HGFG3B51FH532654
11-766495462;;;;;-1;-1;;;;;;;;;;;;;;
80-766501870;$29,585;;;;4.9;3640;4.5;40 reviews;25;26;AWD;1.8L I4 16V MPFI SOHC;Platinum White Pearl;Gasoline;31;Black;10;PH192482;Automatic CVT;3CZRU6H97KM715613
348-763804915;$14,994;;;Good Deal;5;1;4.7;235 reviews;27;27;FWD;2.0 L;Lunar Silver Metallic;Gasoline;40;Black;29,943;HC35403;Variable;2HGFC2F50GH535403
485-767205800;$8,000;;;Great Deal;5;24;4.6;152 reviews;23;17;FWD;3.5L V6 SOHC 24V;Red;Gasoline;26;Black;91,952;3249;Automatic;1HGCS2B83BA004676
196-765707934;$45,354;$48,395;;;4.8;1418;4.8;25 reviews;4;;4WD;3.5L V6 24V MPFI DOHC;Magnetic Metallic;Gasoline;;Ebony Black;3;195856;6-Speed Automatic;1FM5K8F88KGB32733
364-759867831;$14,709;;;Good Deal;3.8;427;4.6;127 reviews;21;27;FWD;1.5L I4 16V GDI DOHC Turbo;Nightfall Gray Metallic;Gasoline;37;;52,050;81049A;6-Speed Automatic;1G1ZE5ST9GF354564
416-767168135;$17,480;$17,480;;;4.8;697;4.8;6 reviews;1;30;FWD;1.5L I4 16V GDI DOHC;Graphite;Gasoline;39;Blue Black;0;N48152;6-Speed Automatic;3MYDLBYV8KY518453
481-750883098;$89,435;;;;5;6;5;1 reviews;;16;AWD;;Black;Gasoline;24;Rosso;20;G19449;8-Speed Automatic;ZAM57YTAXK1319449
299-761608037;$45,885;$45,885;;;3;10;4.4;19 reviews;;;4WD;2.3L I4 16V GDI DOHC Turbo;Shadow Black;Gasoline;;Ebony;5;T9114;10-Speed Automatic;1FTER4FH2KLA02009
484-753438478;$22,799;;;Great Deal;4.9;14664;4.8;45 reviews;32;;AWD;3.5L V6 24V MPFI SOHC;Black;Gasoline;;Parchment;32,712;C231315;6-Speed Automatic;5J8TB4H77GL016187
345-759774232;$66,150;;;;4.4;38;3;2 reviews;32;21;4WD;2.0L I4 16V GDI DOHC Turbo;Firenze Red;Gasoline;27;Ebony / Ebony;10;KA201328;8-Speed Automatic;SALYB2EX1KA201328
3-763968535;$34,615;;;;4.8;635;4.6;22 reviews;12;26;AWD;2.5L I4 16V MPFI DOHC;White;Gasoline;33;Beige;20;KC773458;Automatic CVT;5N1AT2MV5KC773458
10-760402046;$83,230;;;;4.9;740;5;5 reviews;6;16;AWD;6 Cylinder;Blk;Gasoline;22;Ginger Beige/Black;0;195198;9-Speed Shiftable Automatic;4JGDF6EE4KB220333
39-766701555;$44,735;$48,055;;;4.9;556;4.5;71 reviews;15;18;AWD;Gas V6 3.6L/217;Satin Steel Metallic;Gasoline;27;Jet Black;0;1785P;9-Speed Automatic;1GNEVHKW7KJ263016
292-753317014;$30,141;;;;4.8;635;4.6;42 reviews;12;27;FWD;2.5L I4 16V GDI DOHC;White;Gasoline;37;;10;KC101156;Automatic CVT;1N4BL4FV6KC101156
289-765152487;$28,977;;;Good Deal;4.6;962;4.7;109 reviews;22;128;FWD;Electric;Orange Burst Metallic;Electric;110;Dark Galvanized Gray;6,472;C18978A;1-Speed;1G1FX6S00H4179434
200-756836068;$19,741;$19,780;;;4.2;267;5;33 reviews;7;27;FWD;1.8L I4 16V MPFI DOHC;Black;Gasoline;35;Charcoal;0;Q44429;Automatic CVT;3N1AB7AP5KY255547
250-766502551;$36,220;$36,220;;;4.7;8800;4.4;33 reviews;3;;4WD;2.4L I4 16V MPFI SOHC;White;Gasoline;;Black;0;735116;9-Speed Automatic;3C4NJDCB3KT735116
127-756985068;$43,703;$45,895;;;4.2;140;4.8;99 reviews;25;19;AWD;3.3L V6 24V GDI DOHC;Snow White Pearl;Gasoline;26;Satin Black;12;HB96309;8-Speed Automatic;5XYPKDA59KG531351
216-759930880;$25,995;$28,995;$26495;;4.3;10;4.9;37 reviews;5;22;4WD;1.5L I4 16V GDI DOHC Turbo Flexible Fuel;Oxford White;E85 Flex Fuel;28;Charcoal Black;0;19T0047;6-Speed Automatic;1FMCU9GD0KUA09478
12-765285738;$66,520;$67,520;;;4.9;892;4.8;22 reviews;3;18;AWD;3.6L V6 24V GDI DOHC;Stellar Black Metallic;Gasoline;25;Maple Sugar;0;19524;8-Speed Automatic;1GYKNGRS5KZ226535
210-766693791;$40,909;$42,850;;;4.2;267;5;6 reviews;4;20;AWD;3.5L V6 24V MPFI DOHC;White;Gasoline;28;Graphite;0;Q45109;Automatic CVT;5N1AZ2MS4KN119205
119-761290536;$25,589;$26,485;;;4.9;533;;;6;21;FWD;Regular Unleaded I-4 2.4 L/144;Bright White;Gasoline;28;Black;2;K6M33561;9-Speed Automatic w/OD;ZFBHRFAB2K6M33561
75-762040529;$27,342;$28,550;;;4.9;373;5;5 reviews;22;43;FWD;2.0L I4 16V MPFI DOHC Hybrid;Magnetic Metallic;Hybrid;41;Ebony;4;F92700;Automatic CVT;3FA6P0LU0KR158352
216-752620217;$43,128;$50,905;$46628;;4.4;523;4.9;115 reviews;3;19;AWD;3.6L V6 24V VVT;Billet Clearcoat;Gasoline;26;Black;0;181459;8-Speed Automatic;1C4RDJDG8JC346497
91-756267365;$27,000;$29,485;;;4.4;58;4.8;5 reviews;15;29;FWD;1.5L DOHC;Black Metallic;Gasoline;36;Jet Black;2;N190296;CVT;1G1ZD5ST0KF122429
68-766784194;$39,695;$39,695;;;4.7;558;5;1 reviews;18;20;FWD;3.5 L;Gun Metallic;Gasoline;30;Charcoal;6;N373995;Variable;1N4AA6AV9KC373995
48-751736249;$23,045;$23,725;;;4.9;2974;4.7;34 reviews;11;26;FWD;Regular Unleaded I-4 2.4 L/144;Symphony Silver;Gasoline;35;Gray;10;KH743688;6-Speed Automatic w/OD;5NPE24AF7KH743688
223-765183949;$44,840;;;;4.8;471;4.3;30 reviews;5;18;4WD;Gas I4 2.7L/;Northsky Blue Metallic;Gasoline;21;Jet Black;0;V190687;8-Speed Automatic;3GCPYDEK4KG138681
460-758915642;$59,065;$59,065;;;4.7;248;4.7;3 reviews;1;;AWD;2.0L I4 16V GDI DOHC Turbo Hybrid;Lunar;Hybrid;;Beige;7;191341;7-Speed Automatic;WDC0G5EB0KF565118
132-766719717;$31,695;$31,695;;;4.9;849;5;5 reviews;4;18;FWD;3.3L V6 24V GDI DOHC;Snow White Pearl;Gasoline;24;Gray;8;K48191;8-Speed Automatic;KNDMB5C13K6540746
407-762280168;$20,949;;;Fair Price;5;427;4.7;218 reviews;32;22;AWD;2.0L I4 16V GDI DOHC Turbo;White Platinum Tri-Coat Metallic;Gasoline;33;Medium Soft Ceramic;11,245;4037L;6-Speed Automatic;3FA6P0D93GR336062
297-761265661;$34,997;;$35985;Good Deal;4.9;2487;4.8;8 reviews;32;20;AWD;Intercooled Turbo Premium Unleaded I-6 3.0 L/182;Alpine White;Gasoline;30;Oyster;17,529;WM8536P;;WBA3R5C52GK374645
453-765939144;$50,995;;;Good Deal;-1;-1;4.6;25 reviews;29;16;AWD;3.0L V6 24V GDI DOHC Twin Turbo;Black;Gasoline;24;Cuoio;13,023;FM2723;8-Speed Automatic;ZAM57RTA4H1195404
144-765195221;$31,630;$31,630;;;4.3;1420;5;32 reviews;29;22;FWD;2.0L I4 16V GDI DOHC Turbo;Black;Gasoline;32;Black;8;20191633;10-Speed Automatic;1HGCV2F36KA011045
83-761734472;$36,763;$38,997;;;4.7;605;4.5;62 reviews;6;25;AWD;4 Cylinder;Ruby Flare Pearl;Gasoline;33;Black;0;KW009932;Automatic;2T3J1RFV5KW009932
191-766295298;$23,196;$25,820;;;4.7;1694;5;1 reviews;3;25;AWD;Regular Unleaded I-4 2.0 L/122;Magnetic Black Pearl;Gasoline;32;Charcoal;0;NS22288;1-Speed CVT w/OD;JN1BJ1CR4KW623310
196-766718166;$42,898;$43,940;;;4.9;373;4.7;34 reviews;6;19;AWD;2.7L V6 24V GDI DOHC Twin Turbo;Magnetic Metallic;Gasoline;26;Ebony;1;F92978;8-Speed Automatic;2FMPK4AP7KBB94387
319-745603721;$38,500;$47,160;;;4.6;104;4.9;215 reviews;17;16;4WD;3.5L V6 24V MPFI DOHC;White Platinum Tri-Coat Metallic;Gasoline;22;Ebony Black;3;18713;6-Speed Automatic;1FM5K8D83JGC46933
42-757482270;$24,615;$24,615;;;4.7;704;5;32 reviews;26;30;FWD;Intercooled Turbo Regular Unleaded I-4 1.5 L/91;Radiant Red Metallic;Gasoline;38;Ivory;2;190259;CVT w/OD;1HGCV1F17KA014271
196-761717464;$20,537;$24,005;;;4.8;471;4.9;50 reviews;6;24;FWD;2.4L I4 16V GDI DOHC;Ebony Black;Gasoline;33;Black;Not provided;K06283;6-Speed Automatic;5XXGT4L34KG308194
294-761929586;$49,845;;;Good Deal;4.9;889;4.9;9 reviews;32;18;AWD;Straight 6 Cylinder Engine 3.0L;Melbourne Red Metallic;Gasoline;25;Black;12,245;BB4075;AUTOMATIC;5UXXW7C51J0W64837
94-758424160;$24,000;$24,000;;;4.6;124;4.9;50 reviews;8;24;FWD;Regular Unleaded I-4 2.4 L/144;Sangria;Gasoline;33;Black;4;B5065;6-Speed Automatic w/OD;5XXGT4L39KG328649
51-766456948;$24,640;;;;4.5;3304;5;32 reviews;23;30;FWD;1.5L I4 16V GDI DOHC Turbo;Platinum White Pearl;Gasoline;38;Black;2;KA066856;Automatic CVT;1HGCV1F19KA066856
168-763997878;$35,540;$40,260;;;3.9;444;4.8;6 reviews;24;;4WD;Gas V6 3.6L/222;Onyx Black;Gasoline;;Jet Black/Cobalt Red;5;K1209035;8-Speed Automatic;1GTG6FEN8K1209035
342-760705576;$28,688;;;Fair Price;4.9;191;4.7;107 reviews;20;18;RWD;Regular Unleaded V-6 3.6 L/220;White Knuckle Clearcoat;Gasoline;25;Lt Frost Beige/Black;44,712;60987;Automatic;1C4RDHDG4HC930379
44-763528320;$31,690;$31,690;;;4.6;92;5;5 reviews;22;18;FWD;Regular Unleaded V-6 3.3 L/204;Snow White Pearl;Gasoline;24;Gray;0;J10901;8-Speed Automatic w/OD;KNDMB5C12K6535246
91-763469602;$24,995;$25,495;;;4.5;2077;4.9;55 reviews;26;32;FWD;1.5L I4 16V GDI DOHC Turbo;;Gasoline;42;Black;8;196070;Automatic CVT;JHMFC1F71KX009035
172-765896236;$38,430;$38,430;;;4.7;204;4.9;316 reviews;15;22;4WD;6 Cylinder;Sting-Gray Clear Coat;Gasoline;31;Prem Leather Trimmed Bucket Seats Black;0;32695;Not Specified;1C4PJMDX0KD409038
196-756856291;$20,190;$20,190;;;3.4;59;5;33 reviews;7;29;FWD;4 Cylinder;;Gasoline;37;Black;7;KY259638;CVT;3N1AB7AP6KY259638
260-760396987;$39,483;$41,930;;;4.8;1666;4.6;9 reviews;18;;AWD;Gas V6 3.6L/;Cajun Red Tintcoat;Gasoline;;Jet Black;0;197830;9-Speed Automatic;3GNKBHRS6KS566799
428-764673038;$16,795;$17,545;;;4.9;306;4.7;7 reviews;21;28;FWD;1.6L I4 16V GDI DOHC;Silky Silver;Gasoline;37;Black;Not provided;19268;6-Speed Automatic;3KPA25AB1KE188856
260-753001164;$14,777;;;Good Deal;4.8;428;4.6;20 reviews;32;25;FWD;1.8L I4 16V GDI DOHC Turbo;White;Gasoline;34;Beige;28,171;U3575L;6-Speed Automatic;3VWJ17AT2GM612238
475-760194211;$59,885;;;;4.9;1080;4.7;3 reviews;1;;AWD;2.0L I4 16V GDI DOHC Turbo Hybrid;Polar White;Hybrid;;Black;7;48769;7-Speed Automatic;WDC0G5EB1KF570540
207-766412156;$49,462;$49,462;;;4.7;512;4.2;37 reviews;10;;FWD;3.5L V6 24V PDI DOHC;Sunlit Green;Gasoline;;Flaxen;8;K0615;8-Speed Automatic;58ABZ1B11KU026844
141-744113824;$23,955;$24,955;;;4.5;2077;4.3;32 reviews;26;55;FWD;1.5L I4 16V MPFI DOHC Hybrid;;Hybrid;49;Ivory;10;195056;Automatic CVT;19XZE4F5XKE006322
200-763810638;$39,361;$43,735;;;-1;-1;4.9;16 reviews;4;128;FWD;0.0L;White;Electric;110;Gray;10;N1345;1-Speed A/T;1G1FZ6S09K4120836
390-761077859;$69,735;$69,735;;;4.8;1079;5;1 reviews;1;19;AWD;3.0L V6 24V GDI DOHC Twin Turbo;Red;Gasoline;27;Black;1;190439;9-Speed Automatic;55SWF6EB6KU287935
482-767160317;$34,575;;;;4.6;55;4.7;30 reviews;;21;AWD;2.4L I4 16V GDI DOHC;Molten Silver;Gasoline;26;Black;0;12726;6-Speed Automatic;KM8J3CAL7KU892308
69-744405413;$42,070;$45,430;;;4.8;1632;4.8;99 reviews;14;19;AWD;3.3L V6 24V GDI DOHC;Ebony Black;Gasoline;26;Satin Black;1;19K9541;8-Speed Automatic;5XYPKDA54KG459541
333-765951110;$29,995;;;Fair Price;4.8;723;4.8;32 reviews;32;21;AWD;3.5L V6 24V MPFI DOHC;Majestic White;Gasoline;27;Graphite;15,434;IU5060;Automatic CVT;5N1AL0MM1FC551422
310-764347721;$29,801;;;Good Deal;4.7;248;5;6 reviews;32;20;RWD;2.0L I4 16V GDI DOHC Turbo;Brilliant Silver;Gasoline;23;Black;11,997;800416;7-Speed Automatic;WD4PG2EE9G3095036
113-766554912;$50,335;$50,335;;;4.8;244;4.2;42 reviews;15;22;AWD;2.0L I4 TwinPower Turbo;White;Gasoline;29;Beige;5;11185X;8-Speed Automatic;5UXTR9C55KLP87252
423-765951538;$41,995;;;Good Deal;4.8;723;4.6;22 reviews;32;20;AWD;3.5L V6 24V GDI DOHC;Graphite Shadow;Gasoline;27;Graphite;7,621;IU5057;Automatic CVT;5N1DL0MM9KC504100
190-754158951;$35,148;$36,615;;;4.2;267;4.6;22 reviews;4;26;AWD;2.5L I4 16V MPFI DOHC;White;Gasoline;33;Charcoal;0;Q44264;Automatic CVT;5N1AT2MV0KC728556
263-755163911;$127,000;;;;1;11;;;32;16;AWD;3.0L V6 24V GDI DOHC Twin Turbo;Not Specified;Gasoline;23;;26;K1315078;8-Speed Automatic;ZAM56YRL9K1315078
109-759225601;$25,618;$28,995;;;5;2307;4.9;37 reviews;14;22;4WD;1.5L I4 16V GDI DOHC Turbo Flexible Fuel;Magnetic;E85 Flex Fuel;28;Charcoal Black;5;ESC57628;6-Speed Automatic;1FMCU9GD2KUA57628
350-761359405;$39,995;;;Good Deal;4.8;785;4.8;8 reviews;24;17;AWD;3.0L V6 24V GDI DOHC Supercharged;Glacier White Metallic;Gasoline;24;Black;33,892;P16934;8-Speed Automatic;WA1CCAFP2GA011367
176-765283995;$28,543;$33,980;;;4.3;716;4.6;164 reviews;14;26;AWD;1.5L I4 16V GDI DOHC Turbo;Silver Ice Metallic;Gasoline;32;Jet Black;10;N240662;6-Speed Automatic;2GNAXUEV9K6240662
209-755431220;$28,842;$29,795;;;4.9;533;4.7;203 reviews;4;;4WD;Regular Unleaded I-4 2.4 L/144;Alpine White;Gasoline;;Black;0;JPJ52413;9-Speed Automatic w/OD;ZACCJBBB8JPJ52413
215-755747073;$24,515;$28,845;$25845;;5;143;4.9;116 reviews;8;20;FWD;1.5L I4 16V GDI DOHC Turbo;Shadow Black;Gasoline;29;Ebony;5;JR237556;6-Speed Automatic;3FA6P0HD7JR237556
381-761379391;$46,320;$49,000;;;4.8;1666;4.6;9 reviews;18;20;AWD;Gas V6 3.6L/;Black;Gasoline;26;Jet Black;0;197835;9-Speed Automatic;3GNKBKRS7KS567991
167-762464459;$39,955;$42,455;;;3.5;54;5;6 reviews;27;20;AWD;3.5L V6 24V MPFI DOHC;Gun Metallic;Gasoline;28;Graphite;36;193287;Automatic CVT;5N1AZ2MS9KN106868
228-757077964;$21,455;$28,450;;;3.1;144;4.9;316 reviews;6;22;4WD;Regular Unleaded I-4 2.4 L/144;Diamond Black Crystal Pearlcoat;Gasoline;31;Black;0;1901576;9-Speed Automatic w/OD;1C4PJMCB7KD334926
339-762875246;$46,120;$49,620;;;4.6;104;4.8;20 reviews;14;20;4WD;5.0L V8 32V PDI DOHC;Abyss;Gasoline;25;Medium Earth Gray;48;19288X;10-Speed Automatic;1FTEW1E54KFA48633
394-766957487;$54,870;$54,870;;;4.4;1887;4.8;181 reviews;20;20;4WD;5.7L V8 16V MPFI OHV;Granite Crystal;Gasoline;25;Black;13;76371;8-Speed Automatic;1C6SRFJT8KN703465
41-763171195;$25,645;$25,645;;;4.8;2633;3.3;3 reviews;32;27;4WD;Regular Unleaded I-4 2.0 L/122;Shadow Black;Gasoline;29;Nb;0;264286;6-Speed Automatic w/OD;MAJ6S3GL6KC264286
427-759683718;$15,855;;$16505;Good Deal;4.4;48;4.4;39 reviews;27;29;All-wheel Drive;I-4 cyl;Soul Red;Gasoline;35;Black;57,052;UA18930T;6-Speed Automatic;JM1DKBC75G0110052
179-728422356;$25,145;;;;4.9;434;4.8;119 reviews;9;29;FWD;1.8 L;Super Black;Gasoline;37;Charcoal;13;70618;Variable;3N1AB7AP4JY258003
250-759684998;$69,840;$69,840;;;4.7;604;5;1 reviews;21;19;4MATIC;3.0L V6 BiTurbo;Lunar Blue Metallic;Gasoline;27;264;8;19443N;9-Speed Automatic;55SWF6EB9KU285158
186-765808444;$21,145;$21,145;;;3.7;31;4.9;55 reviews;32;25;FWD;2.0L I4 DOHC 16V i-VTEC;Platinum White;Gasoline;36;ivory;3;H190517;CVT;2HGFC2F61KH519728
60-764937257;$29,585;;;;4.8;2683;4.5;40 reviews;28;26;AWD;1.8L I4 16V MPFI SOHC;Modern Steel Metallic;Gasoline;31;Black;6;20191169;Automatic CVT;3CZRU6H91KM710164
203-763512350;$34,691;$37,202;;;4.7;605;4.7;80 reviews;6;28;FWD;4 Cylinder;Wind Chill Pearl;Hybrid;39;Ash;0;KU515397;Automatic;4T1B21HKXKU515397
316-765928174;$29,995;;;Fair Price;3.9;55;4.7;48 reviews;21;17;AWD;Gas V6 3.6L/217;Platinum Ice Tricoat;Gasoline;24;Ebony with Ebony accents;37,346;7476;6-Speed Automatic w/Manual Shift;3GYFNEE32GS571644
19-764236245;$23,895;$23,895;;;4;512;4.9;48 reviews;3;24;FWD;2.5L I4 16V GDI DOHC;Deep Crystal Blue;Gasoline;33;Black;2;M19062;6-Speed Automatic;JM1GL1UM6J1335008
149-763084036;$28,612;$34,289;;;2.3;14;4.9;27 reviews;26;22;AWD;Intercooled Turbo Regular Unleaded I-4 2.0 L/121;Pure White;Gasoline;29;Titan Black;10;A2087;8-Speed Automatic w/OD;3VV2B7AX7KM033215
10-766717440;$56,845;$56,845;;;4.8;785;4.8;6 reviews;4;19;AWD;2.0L I4 16V GDI DOHC Turbo;Glacier White Metallic;Gasoline;25;Black;15;A31932;8-Speed Automatic;WA1AHAF78KD026715
449-763361632;$50,350;$50,350;;;-1;-1;4.8;20 reviews;8;18;4X4;6;Rd;Gasoline;23;XLT;1;21154;Automatic;1FTEW1EP7KFA38423
