id;price;msrp_price;original_price;good_offer;seller_rating;seller_count_rating;car_rate;consumers_review;n_photos;City MPG;Drivetrain;Engine;Exterior Color;Fuel Type;Highway MPG;Interior Color;Mileage;Stock;Transmission;VIN
762910498.html;$30,075;$33,075;;;4.9;482;4.9;27 reviews;21;22;FWD;2.0L I4 16V GDI DOHC Turbo;Deep Black Pearl Effect;Gasoline;29;Black;11;WU172;8-Speed Automatic;3VV3B7AX9KM034161
760318615.html;$11,195;;;Great Deal;-1;-1;4.9;548 reviews;26;25;FWD;2.0L I4 16V MPFI DOHC;Black;Gasoline;34;;70,568;1310020886;6-Speed Automatic;3KPFK4A79HE066248
760926788.html;$22,340;;;Good Deal;4.7;359;4.5;39 reviews;54;20;All Wheel Drive;2.0L 4 CYLINDER;Black;Gasoline;28;Burgundy;36,545;F0125229;6-Speed Automatic;1G6AH1RXXF0125229
756126803.html;$21,737;$22,460;;;4.9;53;4.8;55 reviews;21;30;Front Wheel Drive;2.0L 4-Cyl Engine;Clear White;Gasoline;40;;18;KE027148;Automatic;3KPF34AD5KE027148
761659178.html;$27,581;$28,295;;;4.8;237;4.4;69 reviews;25;28;FWD;1.5L I4 16V GDI DOHC Turbo;Basque Red Pearl;Gasoline;34;;7;4409013;Automatic CVT;7FARW1H52KE009013
753767905.html;$33,942;$41,485;;;4.6;262;4.8;181 reviews;13;19;RWD;5.7L V8 16V MPFI OHV;Bright White Clearcoat;Gasoline;24;Black;15;DT19103;8-Speed Automatic;1C6RREFT1KN679771
760847460.html;$35,485;$41,485;;;4.8;1125;4.8;181 reviews;32;19;RWD;5.7L V8 16V MPFI OHV;Bright White Clearcoat;Gasoline;24;Diesel Gray / Black;0;40531;8-Speed Automatic;1C6RREFT9KN745631
764984143.html;$34,149;$36,307;;;4.9;538;4.6;63 reviews;20;19;RWD;3.5L V6 24V PDI DOHC;White;Gasoline;24;;2;092653;6-Speed Automatic;3TMAZ5CNXKM092653
765975491.html;$19,481;;;Great Deal;4.7;308;4.2;29 reviews;48;;FWD;2.4L I4 16V GDI DOHC;Gray;Gasoline;;Graystone;29,645;BGA014979;8-Speed Automatic with Auto-Shift;19UDE2F89GA014979
763869272.html;$21,494;;$21994;Good Deal;4.8;1086;4.4;24 reviews;41;;FWD;Intercooled Turbo Premium Unleaded I-4 2.0 L/121;Black Obsidian;Gasoline;;Graphite;6,109;29792;7-Speed Auto-Shift Manual w/OD;SJKCH5CPXHA026622
767474422.html;$40,395;$40,395;;;4.7;308;4.9;28 reviews;32;23;FWD;2.0L I4 16V GDI DOHC Turbo;Jet Black;Gasoline;32;Black;14;LJEJ82371;8-Speed Automatic;WBXYJ3C31JEJ82371
764966390.html;$11,990;;;Great Deal;4.8;424;4.8;177 reviews;26;27;FRONT WHEEL;2.5L 4 Cyl. Gas;White;Gasoline;39;BEIGE;57,743;289805;CVT;1N4AL3AP5GC289805
755732485.html;$55,213;$59,390;;;5;25;4.5;23 reviews;8;17;4WD;5.3L 8 Cyl.;White Frost Tricoat;E85 Flex Fuel;23;Dark Walnut/slate;0;24970;8-Speed Automatic;1GTU9DEDXKZ119120
762810905.html;$41,885;$45,385;;;4.5;761;4.3;30 reviews;32;;RWD;5.3L V8 16V GDI OHV;Cajun Red Tintcoat;Gasoline;;Jet Black;0;KZ204680;Automatic;1GCVWCED3KZ204680
763570477.html;$19,495;;$19995;Good Deal;4.8;1086;4.7;29 reviews;40;;RWD;Intercooled Turbo Premium Unleaded I-4 2.0 L/121;Majestic White;Gasoline;;Graphite;27,321;30193;7-Speed Automatic w/OD;JN1CV7AP4GM200565
762487799.html;$72,097;$79,515;;;5;251;4.9;17 reviews;32;;4WD;6.7L V8 32V DDI OHV Turbo Diesel;Ruby Red Metallic;Diesel;;Java;406;TK178;6-Speed Automatic;1FT7W2BT7KEC65892
744931274.html;$34,220;$37,720;;;4.8;1125;4.8;39 reviews;31;17;4WD;3.6L V6 24V MPFI DOHC;Firecracker Red Clearcoat;Gasoline;25;Black;12;31229;8-Speed Automatic;1C4GJXAG8JW173571
761295446.html;$47,010;$47,010;;;4.7;24;4.5;71 reviews;22;18;FWD;3.6L V6 24V GDI DOHC;Pepperdust Metallic;Gasoline;27;;0;90929T;9-Speed Automatic;1GNERKKW6KJ204430
765975555.html;$20,913;$22,492;;;4.9;538;;;20;30;FWD;1.8L I4 16V MPFI DOHC;;Gasoline;38;;0;004619;Automatic CVT;JTDEPRAEXLJ004619
767236862.html;$14,215;;;;4.7;176;4.7;7 reviews;20;28;FWD;Regular Unleaded I-4 1.6 L/97;Silky Silver;Gasoline;37;Black;6;K210336;6-Speed Automatic w/OD;3KPA24AB7KE210336
754694908.html;$38,234;$43,115;;;-1;-1;4.8;25 reviews;29;17;FWD;3.5L V6 24V MPFI DOHC;Magnetic Metallic;Gasoline;24;Ebony Black;6;193908;6-Speed Automatic;1FM5K7D85KGA03748
757694855.html;$49,855;$49,855;;;4.9;475;4.3;30 reviews;15;;4x4;V-8 cyl;Northsky Blue;Gasoline;;Jet Black;15;KZ203277;Automatic;1GCRYEED5KZ203277
764188203.html;$12,975;;;Great Deal;4.8;424;4.4;49 reviews;28;21;FRONT WHEEL;2.0L 4 Cyl. Gas;Panther Gray Metallic;Gasoline;26;Charcoal Black;33,742;557008;AUTOMATIC;WVGAV7AX8GW557008
750497576.html;$26,006;$27,210;;;4.9;682;4.6;22 reviews;26;26;FWD;2.5L 4 cyls;Glacier White;Gasoline;33;Charcoal;15;19R018;CVT (Continuously Variable);5N1AT2MT9KC714959
762619661.html;$14,971;;;Good Deal;4.8;416;4;53 reviews;32;21;AWD;Turbocharged Gas I4 2.0L/;Sparkling Bronze Metallic;Gasoline;28;Chestnut;85,883;A17760;8-Speed Automatic;5UXWX9C57D0A17760
764117111.html;$62,995;$64,995;;;5;303;4.5;23 reviews;20;15;4WD;Gas V8 6.2L;Onyx Black;Gasoline;20;Jet Black with Kalahari accents;10;GJ2091;Automatic;3GTP9EEL6KG113213
750596506.html;$42,048;;;;4.8;220;4.4;19 reviews;22;;4WD;Intercooled Turbo Regular Unleaded I-4 2.3 L/140;Oxford White;Gasoline;;Ebony;94;23518T;10-Speed Automatic w/OD;1FTER4FH2KLA01331
766508225.html;$32,486;$37,850;;;4.8;39;4.9;11 reviews;28;;RWD;Regular Unleaded V-6 3.6 L/220;Gloss Black;Gasoline;;Black;5;7365;8-Speed Automatic w/OD;2C3CCAAG2KH610569
764430546.html;$28,994;;$29494;Good Deal;4.8;1086;4.5;75 reviews;45;;FWD;Premium Unleaded V-6 3.5 L/212;White Diamond Pearl;Gasoline;;Graystone;29,946;29654;9-Speed Automatic w/OD;5FRYD3H46GB014446
763420850.html;$15,999;;$16973;Good Deal;5;15;4.5;86 reviews;31;23;FWD;Regular Unleaded I-4 2.0 L/122;Caribbean Blue;Gasoline;31;Black;28,869;00HP4649;6-Speed Automatic w/OD;KM8J23A47GU158285
753964911.html;$43,631;$43,631;;;4.7;24;5;7 reviews;19;;4WD;6.0L V8 16V MPFI OHV;Summit White;E85 Flex Fuel;;;0;90412T;6-Speed Automatic;2GC2KREG3K1133680
763681495.html;$17,584;;;Good Deal;4.9;701;4.7;195 reviews;28;25;FWD;2.5L I4 16V MPFI DOHC;Gray;Gasoline;35;Black;24,322;HK3596;6-Speed Automatic;4T1BF1FKXGU148726
760043074.html;$34,495;$34,495;;;4.9;225;5;1 reviews;32;21;FWD;2.0L I4 16V GDI DOHC Turbo;Majestic White;Gasoline;30;Java;10;I009504;7-Speed Automatic with Auto-Shift;SJKCH5CP8KA009504
766776883.html;$25,854;$29,365;;;4.1;104;4.8;5 reviews;21;29;FWD;1.5L DOHC;Cajun Red Tintcoat;Gasoline;36;Gray;0;C134621;1-Speed Automatic;1G1ZD5ST8KF134621
766634001.html;$28,990;;;Good Deal;4.9;1370;4.9;120 reviews;43;21;AWD;3.5L V6 24V MPFI DOHC;Black;Gasoline;28;Black;20,017;D50303;Automatic CVT;5N1AZ2MHXJN144855
766849185.html;$13,495;;;Great Deal;-1;-1;4.6;38 reviews;32;23;FWD;2.4L I4 16V MPFI SOHC;Black;Gasoline;36;;63,203;1310022491;9-Speed Automatic;1C3CCCAB8HN508421
760553353.html;$17,230;$18,230;;;3.1;12;4.5;8 reviews;32;28;FWD;Regular Unleaded I-4 1.6 L/97;Urban Gray Metallic;Gasoline;38;Black;12;0C190221;6-Speed Automatic w/OD;3KPC24A34KE068884
754010504.html;$15,089;$15,795;;;4.6;262;4.8;15 reviews;15;31;FWD;1.6L I4 16V MPFI DOHC;Red;Gasoline;39;Charcoal;5;NI19090;Automatic CVT;3N1CN7AP0KL819747
754778272.html;$59,876;$62,515;;;4.6;263;5;5 reviews;32;17;RWD;Twin Turbo Premium Unleaded V-6 3.5 L/213;White;Gasoline;22;Ebony;0;1801110;10-Speed Automatic w/OD;1FMJU1HT4KEA00405
766841703.html;$4,499;;;Great Deal;4.5;8;4.6;18 reviews;29;13;4WD;5.4L V8 24V MPFI SOHC;Gold;Gasoline;18;;175,000;203070;6-Speed Automatic;5LMFU28505LJ17084
761975109.html;$41,440;$44,940;;;4.5;761;4.3;30 reviews;32;;RWD;5.3L V8 16V GDI OHV;Shadow Gray Metallic;Gasoline;;Jet Black;0;KZ220252;Automatic;1GCVWCED7KZ220252
767251281.html;$13,796;;;Good Deal;4.8;1125;4.6;49 reviews;40;28;FWD;1.6L I4 16V GDI DOHC;Clear White;Gasoline;37;Black;19,418;XRD95001;6-Speed Automatic;3KPA24AB4JE095001
764185809.html;$51,510;$56,510;;;4.9;589;4.8;20 reviews;17;18;4WD;3.5 L;Ruby Red Metallic;Gasoline;23;Medium Earth Gray;0;99104;Automatic;1FTEW1E48KKC73572
765294415.html;$40,390;$40,390;;;4.9;589;4.4;19 reviews;17;;4WD;2.3 L;Oxford White;Gasoline;;Medium Stone;0;99118;Automatic;1FTER4FH8KLA11958
752724792.html;$43,933;;;;4.8;1057;4.6;32 reviews;32;22;FWD;2.0L I4 16V PDI DOHC Turbo;Caviar;Gasoline;28;Caramel;6;K2133609;6-Speed Automatic;JTJYARBZ8K2133609
764431392.html;$14,495;;;Good Deal;4.8;1086;4.7;274 reviews;37;28;FWD;Regular Unleaded I-4 1.8 L/110;Dyno Blue Pearl;Gasoline;36;Gray;15,715;30305;1-Speed CVT w/OD;19XFB2F58FE060806
760082976.html;$29,831;$30,750;;;4.8;69;4.6;5 reviews;32;23;FWD;2.0L I4 16V GDI DOHC Turbo;Chili Pepper Red;Gasoline;32;Carbon Black;14;K2A53334;6-Speed Automatic;WMWXP7C54K2A53334
760487460.html;$33,060;$35,560;;;4.6;262;4.8;82 reviews;18;20;FWD;2.0L I4 16V GDI DOHC Turbo;Machine Gray;Gasoline;25;Gray;8;HY19165;8-Speed Automatic;5NMS53AA0KH066926
760943670.html;$32,445;$32,445;;;3.5;14;4.7;82 reviews;20;18;FWD;3.5 L;;Gasoline;26;;0;H12881;Automatic;5FNYF5H16KB012881
767474539.html;$44,995;$44,995;;;4.7;308;4.2;42 reviews;32;23;RWD;2.0L I4 16V GDI DOHC Turbo;Glacier Silver Metallic;Gasoline;30;Black;4;LKLF24296;8-Speed Automatic;5UXTR7C55KLF24296
766531051.html;$45,775;;;Good Deal;4.5;761;3.8;18 reviews;44;15;RWD;6.2L V8 16V GDI OHV;Dark Granite Metallic;Gasoline;21;Kona Brown;48,896;XRD10043;8-Speed Automatic;1GYS3BKJ5GR252408
757423380.html;$20,665;$24,915;;;4.8;1125;4.7;203 reviews;32;24;4WD;2.4L I4 16V MPFI SOHC;Glacier Metallic;Gasoline;31;Black;0;31470;9-Speed Automatic;ZACCJBAB1JPJ43862
758214722.html;$19,995;;;Good Deal;4.8;1086;4.7;80 reviews;44;22;FWD;Premium Unleaded V-6 3.5 L/213;Pearl White;Gasoline;30;Charcoal;29,363;29240;1-Speed CVT w/OD;1N4AA6AP7GC409997
760500406.html;$27,077;;;Good Deal;4.7;359;4.9;215 reviews;59;;Front Wheel Drive;3.5L V6 CYLINDER;Silver;Gasoline;;Ebony Black;30,861;JGA20445;6-Speed Automatic;1FM5K7F81JGA20445
753614370.html;$22,425;$27,425;;;4.9;482;4.8;4 reviews;20;25;FWD;2.0L I4;Tourmaline Blue;Gasoline;36;Titan Black;6;WU73;6-Speed Automatic;1VWLA7A30KC005404
751277360.html;$28,025;$32,275;;;4.8;1125;4.8;20 reviews;32;19;RWD;3.6L V6 24V MPFI DOHC;Destroyer Gray Clearcoat;Gasoline;30;Black;0;40264;8-Speed Automatic;2C3CDXBG7KH510580
758956316.html;$20,928;$22,345;;;4.8;236;4.9;55 reviews;16;31;FWD;1.5L 1.5L I4 DOHC 16V;Crystal Black Pearl;Gasoline;40;Black;14;190297;Automatic;SHHFK7H38KU206858
754734971.html;$43,353;$49,450;;;4.9;589;4.8;25 reviews;19;;FWD;2.3 L;Black;Gasoline;;Medium Soft Ceramic;0;79011;Automatic;1FM5K7F84KGA35930
766449733.html;$34,680;;;Great Deal;4.5;64;4.8;18 reviews;26;20;AWD;3.0L;Black;Gasoline;30;BLACK;58,490;034727U;Automatic;WAUWGAFC8GN034727
761156127.html;$53,096;$60,475;;;4.6;262;4.8;181 reviews;19;20;4WD;5.7L V8 16V MPFI OHV;Crystal Metallic;Gasoline;25;Black;27;DT19170;8-Speed Automatic;1C6SRFJT0KN586478
764798981.html;$19,688;;;Good Deal;4.6;262;4.8;13 reviews;38;19;FWD;3.3L V6 24V GDI DOHC;Aurora Black Pearl;Gasoline;28;Black;46,969;208090;6-Speed Automatic;KNALN4D77G5206388
751886118.html;$40,605;$40,605;;;4.9;701;4.6;67 reviews;20;;FWD;3.5L V6 24V GDI SOHC;Pewter;Gasoline;;Mocha;2;H19114;9-Speed Automatic;5FNRL6H7XKB044126
748814878.html;$39,976;$43,915;;;4.1;104;4.7;261 reviews;21;18;RWD;EcoTec3 5.3L V8 Flex Fuel;Red Hot;Gasoline;24;Jet Black;6;C495974;6-Speed Automatic;3GCPCREC2JG495974
757978688.html;$30,488;;;Good Deal;4.9;482;4.8;93 reviews;32;15;AWD;3.6L V6 24V GDI DOHC;Ebony Twilight Metallic;Gasoline;22;Ebony;36,817;S3366;6-Speed Automatic;5GAKVCKD0HJ213212
747099339.html;$26,583;$30,560;;;3.5;14;4.7;81 reviews;21;16;RWD;4.0 L;Glacier White;Gasoline;22;Steel;3;N51728;Automatic;1N6AD0ER9JN751728
744122978.html;$31,145;$31,145;;;3.1;12;4.8;82 reviews;6;21;FWD;Regular Unleaded I-4 2.4 L/144;Stormy Sea;Gasoline;27;Espresso/Gray;14;0T190008;8-Speed Automatic w/OD;5NMS33AD4KH008625
766994175.html;$22,374;;;Good Deal;4.8;1125;4.5;147 reviews;36;14;4WD;5.7L V8 16V MPFI OHV;Black;Gasoline;20;Dark Slate;99,574;CS285481;6-Speed Automatic;1C6RD7NT7CS285481
759583194.html;$12,031;;;Good Deal;4.8;416;4.7;90 reviews;33;25;FWD;Regular Unleaded I-4 1.8 L/110;Clear White;Gasoline;37;Black;29,431;608620-S;6-Speed Automatic w/OD;KNAFK4A6XG5608620
759622619.html;$26,887;$30,280;$27637;;4.6;101;4.8;17 reviews;7;18;RWD;3.6L V6 24V MPFI DOHC;Toreador Red;Gasoline;27;Black;0;F0284;8-Speed Automatic;2C3CDZAG3KH574838
763570602.html;$15,938;;;Good Deal;4.9;682;4.1;130 reviews;26;24;FWD;2.4L 4 cyls;Black;Gasoline;31;Black w/Cloth Low-Back Bucket Seats;34,532;P4590;Automatic 9-Speed;ZACCJABT3FPB27044
755731816.html;$57,581;$65,930;;;5;25;5;35 reviews;11;16;RWD;EcoTec3 5.3L V8;Onyx Black;E85 Flex Fuel;23;Jet Black;0;24786;6-Speed Automatic;1GKS1BKC0JR380337
757396294.html;$53,488;;;;4.8;1057;4.8;20 reviews;32;20;FWD;3.5L V6 24V PDI DOHC;Eminent White Pearl;Gasoline;28;Black;4;KC126312;8-Speed Automatic;2T2ZZMCA4KC126312
765682276.html;$31,870;$33,030;;;5;169;4.6;5 reviews;20;16;4WD;4.0L V6 24V MPFI DOHC;Gun Metallic;Gasoline;23;Wheat;0;N19199T;5-Speed Automatic;1N6DD0EV2KN748035
765238767.html;$45,800;;;Great Deal;4.6;289;4.5;57 reviews;29;;RWD;Electric;Other;Electric;;Black;7,007;2000223515;1-Speed Automatic;5YJ3E1EA9JF026606
714366950.html;$53,700;$75,700;;;4.7;189;4.8;17 reviews;23;17;RWD;3.0L V6 24V GDI DOHC Twin Turbo;Bianco;Gasoline;24;;0;M8003;8-Speed Automatic;ZAM57XSA8J1267331
762091541.html;$23,994;;$24994;Good Deal;4.8;1086;4.5;35 reviews;44;21;AWD;Premium Unleaded V-6 3.5 L/212;Bellanova White Pearl;Gasoline;31;Espresso;42,338;30078;9-Speed Automatic w/OD;19UUB3F72GA003280
765171490.html;$15,994;;;Good Deal;4.8;1086;4.7;62 reviews;38;25;FWD;Intercooled Turbo Regular Unleaded I-4 1.8 L/110;Pure White;Gasoline;38;Cornsilk Beige w/Brown;32,514;30456;6-Speed Automatic w/OD;1VWBT7A39GC021517
766986067.html;$36,742;$38,883;;;4.9;538;4.5;62 reviews;20;25;AWD;2.5L I4 16V PDI DOHC;06x3;Gasoline;33;;0;028753;8-Speed Automatic;2T3J1RFV1KW028753
766630662.html;$19,784;;;Good Deal;4.9;482;4.6;67 reviews;19;17;RWD;4.0L V6 24V MPFI DOHC;Timberland Mica;Gasoline;21;Graphite;86,630;S3392A;5-Speed Automatic;3TMJU4GN4BM114441
766640856.html;$15,994;;;Good Deal;4.8;1086;4.4;49 reviews;39;21;FWD;Intercooled Turbo Premium Unleaded I-4 2.0 L/121;Pepper Gray Metallic;Gasoline;26;Charcoal Black;34,600;30672;6-Speed Automatic w/OD;WVGAV7AX7GW559543
756320798.html;$50,460;$55,460;;;4.8;1125;4.7;93 reviews;32;;4WD;6.7L I6 24V DDI OHV Turbo Diesel;Bright White Clearcoat;Diesel;;Diesel Gray / Black;0;M31437;6-Speed Automatic;3C6UR5CL9JG391034
762228955.html;$47,270;$47,270;;;4.9;225;4.6;22 reviews;32;20;AWD;3.5L V6 24V GDI DOHC;Hagane Blue;Gasoline;27;Wheat;5;I553393;Automatic CVT;5N1DL0MM9KC553393
751129298.html;$27,259;$31,680;;;4;4;4.5;27 reviews;27;21;RWD;EcoBoost 2.3L I4 GTDi DOHC Turbocharged VCT;Magnetic;Gasoline;31;Ebony;4;000K0036;10-Speed Automatic;1FA6P8TH9K5111485
753167012.html;$58,178;;;;4.8;1057;5;7 reviews;32;15;4WD;4.6L V8 32V MPFI DOHC;Starfire Pearl;Gasoline;18;Parchment;5;K5213866;6-Speed Automatic;JTJBM7FX0K5213866
754316391.html;$34,300;$38,400;;;5;15;4.8;82 reviews;23;19;FWD;Intercooled Turbo Regular Unleaded I-4 2.0 L/122;Symphony Silver;Gasoline;24;Black/Black;10;00H19086;8-Speed Automatic w/OD;5NMS53AA1KH056938
762114422.html;$20,899;;;Great Deal;4.5;63;4.9;464 reviews;32;18;RWD;V6 Cylinder Engine 3.5L;Oxford White;E85 Flex Fuel;25;Dark Earth Gray;24,660;P1363;AUTOMATIC;1FTMF1C89HFA20148
763883454.html;$36,888;$43,040;$39588;;4.8;39;4.7;34 reviews;32;22;FWD;Intercooled Turbo Premium Unleaded I-4 2.0 L/122;White Platinum;Gasoline;29;Ceramic;5;2393;8-Speed Automatic w/OD;2FMPK3K94KBB66749
761286562.html;$41,749;$55,400;;;4;4;4.8;20 reviews;32;18;4WD;5.0L V8 Ti-VCT;Magnetic;E85 Flex Fuel;23;Medium Earth Gray;4;000K0274;10-Speed;1FTEW1E54KFA51256
763614679.html;$31,944;;$32944;Good Deal;4.9;701;4.8;113 reviews;25;17;4WD;4.0L V6 24V MPFI DOHC;Silver;Gasoline;21;Black;42,961;H19316A;5-Speed Automatic;JTEBU5JR6G5280426
764982083.html;$34,395;$37,520;;;4.7;417;4.6;63 reviews;32;19;RWD;3.5L V6 24V PDI DOHC;Silver Sky Metallic;Gasoline;24;;1;080341;6-Speed Automatic;5TFAZ5CN5KX080341
749687187.html;$24,940;;$25440;Good Deal;4.7;359;4.8;117 reviews;53;;Rear Wheel Drive;5.7L 8 CYLINDER;Black;Gasoline;;Black;47,468;FH900989;6-Speed Automatic;2C3CDZBTXFH900989
762084607.html;$20,552;$25,585;;;4.6;262;4.7;171 reviews;15;19;FWD;2.4L I4 16V MPFI DOHC;Pitch Black Clearcoat;Gasoline;25;Black;13;DT18567;4-Speed Automatic;3C4PDCAB3JT532660
766766210.html;$39,891;$39,891;;;4.7;417;4.5;14 reviews;32;19;FWD;3.5L V6 24V PDI DOHC;Midnight Black Metallic;Gasoline;27;;1;012612;8-Speed Automatic;5TDYZ3DC3KS012612
752740398.html;$27,888;;;Great Deal;4.6;262;4.6;217 reviews;38;15;4WD;3.6L V6 24V MPFI DOHC Flexible Fuel;Granite Crystal Clearcoat Metallic;E85 Flex Fuel;21;Black;42,124;JE18271A;8-Speed Automatic;1C6RR7NG4GS157564
766350824.html;$22,677;;;Great Deal;4.7;359;4.9;173 reviews;51;20;All Wheel Drive;2.0L 4 CYLINDER;Silver;Gasoline;29;Black;31,413;JBB73814;6-Speed Automatic;2FMPK4K97JBB73814
756280161.html;$16,068;$18,710;;;4.7;176;4.8;55 reviews;22;27;FWD;Regular Unleaded I-4 2.0 L/122;Clear White;Gasoline;37;Black;20;K036581;6-Speed Manual w/OD;3KPF24AD5KE036581
760637270.html;$27,100;;;;4.6;409;5;32 reviews;17;26;FWD;1.5L I4 16V GDI DOHC Turbo;White;Gasoline;35;Black;6;H190605;Automatic CVT;1HGCV1F35KA037677
766034294.html;$10,989;;;Good Deal;4.7;176;4.6;69 reviews;32;25;FWD;Regular Unleaded I-4 1.8 L/110;Silky Silver;Gasoline;37;Black;50,302;P330352;6-Speed Automatic w/OD;KNAFX4A61F5330352
749940158.html;$34,385;$34,385;;;5;932;4.8;70 reviews;18;18;FWD;V6 Cylinder Engine 3.5L;Lunar Silver Metallic;Gasoline;25;Black;12;9H0117;6-SPEED A/T;5FPYK2F16KB004171
763869563.html;$25,995;;;Good Deal;4.8;1086;4.8;395 reviews;38;;4WD;Regular Unleaded V-6 3.6 L/220;Brilliant Black Crystal Pearlcoat;Gasoline;;Diesel Gray/Black;28,869;30094;8-Speed Automatic w/OD;1C6RR7KG3HS507188
765819376.html;$26,482;;;Good Deal;4.8;1057;4.8;486 reviews;46;23;FWD;2.5L I4 16V MPFI DOHC;White;Gasoline;29;Black;13,372;THJ127338;6-Speed Automatic;JTMYFREV1HJ127338
758383131.html;$71,121;$75,250;;;4.9;53;5;4 reviews;25;14;Four Wheel Drive;;Summit White;E85 Flex Fuel;23;;2;KR208338;Automatic;1GKS2CKJ5KR208338
766010563.html;$21,988;;;Good Deal;4.8;357;4.8;645 reviews;25;23;AWD;2.5L I4 16V MPFI DOHC;Galactic Aqua;Gasoline;30;Ash;34,820;JW698658;6-Speed Automatic;2T3RFREV8JW698658
766652114.html;$33,795;$33,795;;;5;932;4.4;69 reviews;11;27;FWD;4 Cylinder Engine 1.5L;Platinum White Pearl;Gasoline;33;Ivory;11;9H0470;CVT TRANSMISSION;7FARW1H98KE013683
759851829.html;$62,501;$64,505;;;4.5;63;4.8;6 reviews;32;;AWD;2.0L I4 16V GDI DOHC Turbo;Carrara White;Gasoline;;Pistachio Beige;21;KD020155;8-Speed Automatic;WA1LHAF79KD020155
766658315.html;$36,331;$36,331;;;4.7;417;4.5;62 reviews;32;26;FWD;2.5L I4 16V PDI DOHC;Blizzard Pearl;Gasoline;35;;1;510208;8-Speed Automatic;JTMY1RFV4KD510208
762582717.html;$29,695;$29,695;;;4.9;701;4.4;69 reviews;21;28;AWD;1.5L I4 16V GDI DOHC Turbo;Sandstorm;Gasoline;34;Ivory;2;H19290;Automatic CVT;5J6RW2H56KL002722
759430276.html;$53,754;$61,030;;;5;19;;;32;15;4WD;5.6 L;Pearl White;Gasoline;21;Black/Brown;1,490;0NT19081;Automatic;1N6AA1E54KN501021
758687382.html;$18,840;;;Good Deal;4.7;359;4.7;29 reviews;49;23;Rear Wheel Drive;2.0L 4 CYLINDER;Gray;Gasoline;31;Black;33,511;GM201258;7-Speed Automatic;JN1CV7AP0GM201258
755093221.html;$34,734;$38,600;;;5;68;4.8;82 reviews;13;19;Front-wheel Drive;I-4 cyl;Scarlet Red;Gasoline;24;;3;9536H;Automatic 8-Spd w/Shiftronic;5NMS53AA9KH058890
765801719.html;$44,255;;;Good Deal;4.5;761;4.9;464 reviews;38;15;4WD;3.5L V6 24V GDI DOHC Twin Turbo;Shadow Black;Gasoline;22;Mesa;32,056;XRD9892A;Automatic;1FTEW1EG9HFB85321
765304773.html;$15,998;;$16600;Good Deal;4.9;226;5;45 reviews;37;39;FWD;2.0L I4 16V GDI DOHC Hybrid;Snow White Pearl;Hybrid;46;Black;21,174;3274;6-Speed Automatic;KNAGT4LC0H5008694
762853277.html;$28,195;;;Good Deal;4.8;1086;4.9;120 reviews;43;21;FWD;Regular Unleaded V-6 3.5 L/213;Magnetic Black Metallic;Gasoline;28;Graphite;10,135;29242;1-Speed CVT w/OD;5N1AZ2MG4JN101832
762302372.html;$15,495;;$15995;Good Deal;4.8;1086;4.8;204 reviews;38;23;FWD;Regular Unleaded I-4 2.4 L/144;White Orchid Pearl;Gasoline;34;Ivory;32,624;30053;1-Speed CVT w/OD;1HGCR2F39GA106100
749426768.html;$52,216;$57,185;;;4.9;162;4.6;18 reviews;9;15;RWD;5.3L;Summit White;E85 Flex Fuel;22;Cocoa/Dune;11;000C9038;Automatic;1GNSCBKC5KR154535
766975188.html;$41,940;;;Good Deal;4.7;359;4.8;123 reviews;53;;Four Wheel Drive;6.7L 8 CYLINDER;White;Diesel;;Medium Earth Gray;45,034;HEC86358;6-Speed Automatic;1FT7W2BT3HEC86358
764173912.html;$27,337;$27,785;;;4.9;482;4.7;42 reviews;21;24;FWD;1.4L I4 16V MPFI DOHC Turbo;Ebony Twilight Metallic;Gasoline;29;Shale;1;BU85;6-Speed Automatic;KL4CJ1SB2KB826705
764266647.html;$43,000;;;Good Deal;4.6;289;4.5;2 reviews;29;18;AWD;3.0L I6 24V GDI DOHC Turbo;White;Gasoline;26;Beige;9,767;2000209936;8-Speed Automatic;WBA5M4C3XHD187238
747328047.html;$69,900;$69,900;;;3.7;61;4.9;17 reviews;20;;4WD;Intercooled Turbo Diesel V-8 6.7 L/406;Magnetic;Diesel;;;1;19F003;6-Speed Automatic w/OD;1FT7W2BT3KEC27446
765670446.html;$26,893;;;Great Deal;5;119;4.7;261 reviews;21;;RWD;4.3L V6 12V GDI OHV Flexible Fuel;Black;E85 Flex Fuel;;Jet Black;22,644;354253;6-Speed Automatic;1GCRCREH1JZ354253
763033985.html;$25,854;$27,209;;;5;6;5;34 reviews;21;;FWD;2.0 L;;Gasoline;;Gray;0;00N34980;Variable;NMTKHMBX3KR080556
755920233.html;$37,889;;;Good Deal;4.8;237;4.8;184 reviews;23;19;AWD;3.5L V6 24V GDI SOHC;Silver;Gasoline;26;Black;6,584;44T11021;9-Speed Automatic;5FNYF6H92JB016520
767261259.html;$32,400;;;Good Deal;4.6;289;4.7;37 reviews;29;19;AWD;3.0L I6 24V GDI DOHC Turbo;White;Gasoline;27;Black;29,579;2000267726;8-Speed Automatic;5UXWX7C56G0R17720
762084426.html;$46,952;$56,085;;;4.6;262;5;4 reviews;14;14;RWD;5.6L V8 32V GDI DOHC;Gun Metallic;Gasoline;19;Charcoal;8;NT19184;7-Speed Automatic;JN8AY2ND5K9087594
